title,content,rating,username,positive,negative,polarity,genres
Why so serious?,"Without too many mincing words it is the best superhero themed movie of all time.Christian Bale confirms himself as the best Batman in history, Micheal Caine remains spectacular as in Batman Begins and Gary Oldman also continues to be a phenomenon.Heath Ledger on the other hand is not only the best joker of all time, not only is he the best villain of all time, but probably no actor in the history of cinema has been able to immerse himself so much in the character as he did.Film narrated to perfection and every sentence uttered by the characters enters your heart, truly iconic.The fact that this film didn't win the Oscar that year is a scandal.",10.0,Anonymous,0.9988,0.0012,0.9977,"Action, Crime, Drama"
<3,I love batman he's basically the father I never had.,10.0,Anonymous,0.9987,0.0013,0.9973,"Action, Crime, Drama"
Heath ledger- the joker,"That's really oOosm 🔥 the acting of joker is op level. His performance made us fall in love & changed people's thought about villian. Unfortunately, he passed away before releasing of the film... It's too sad because we could have watched him making another great movies and also gathering fame, popularity .. .. .. .. .. . . . .",10.0,Anonymous,0.9923,0.0077,0.9846,"Action, Crime, Drama"
"""The Dark Knight"" is a cinematic masterpiece that transcends the superhero genre","""The Dark Knight"" is a cinematic masterpiece that transcends the superhero genre. Christopher Nolan's direction, coupled with Heath Ledger's iconic portrayal of the Joker, delivers a dark and gripping narrative. The film's intense action sequences, moral complexity, and stellar performances, especially by Christian Bale as Batman, make it a timeless classic. Hans Zimmer's haunting score adds to the tension, creating an immersive experience. ""The Dark Knight"" stands out as one of the greatest superhero films, offering a compelling storyline, complex characters, and a perfect balance of darkness and heroism.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Brilliant movie,"I really enjoyed this movie. Plot, cast, production... everything is on point. If you haven't seen The Dark Knight, you should. Some say its overrated.. no its not! It deserves its rating and its rank in the top rated IMDB movies of all time.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
A naca review,", yes, complex, ambitious. Christopher Nolan and his co-writer Jonathan Nolan deserve a standing ovation. I don't usually go for loud movies filled with mindless gore and violence. ""The Dark Knight"" is certainly loud and violent but it's not mindless. It has depth and soul. Even the Joker, in an extraordinary creation by Heath Ledger, is deeply human. The natural petulance of Christian Bale makes his ego and alter ego the most fascinating and complex of all film superheroes. Part of the genius of this movie is that Batman himself, in screen time, is not really the lead. My attention was captivated by Heath Ledger and he determines and inspires the breathtaking atmosphere that envelopes Gotham as well as us. The aplomb of Christopher Nolan as a director is mind blowing and his secret, I believe, is his obvious respect for his audience. What he's done is to elevate a popular genre into Shakesperean proportions. Bravo!",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
An action movie. Nothing more,"When I read the enthusiastic reviews in Italy and I saw this movie ranked 1st in the IMDb's Top 250, I thought: ""It's strange, the other Batman (Begins) was not so brilliant, what's happening with this sequel? Is it really this masterpiece? Is it really in the same league with movies like 'Clockwork Orange' or 'Apocalypse now'?"". No, it's not in the same league. Not at all. When I saw it, my delusion was strong. It's a good blockbuster action movie, but nothing more. Let's see.The following comments contain spoilers. Be careful.The script is not so original. There are tons of action sequences, but what can I say? I've seen it all. I've seen the robbery made by violent people, fighting against the guards and killing each others (in all pulp tradition, since ""Reservoir Dogs""). I've seen the ransom in China by plane (""Spy Games""). I've seen those action sequences with cars and armored vehicles in all American movies. (And this Batmobile is really awkward). I've seen the killer who kills by chance (""No Country for Old Men""). I've seen the super-mega-sadistic-mad-chaotic-evil-serial-killer in action who creates dilemmas and plays with his victims (in ""Seven"" and in the ""Saw"" saga). I've seen it all: ""The Dark Knight"" is nothing new. And it's very predictable: you really can predict any sequence before seeing it. There are a lot of absurdities. The heroes could kill The Joleker dozens of times, but they never do it. Why? Are they retarded? The ""two ships dilemma"" (I don't want to reveal more about that scene) is not realistic at all. There are only a couple of surprises, but the 2/3 of the movie doesn't create any suspense. What about the actors? The only two heroes of acting in this movie are Heath Ledger and Aaron Eckhart. Heath Ledger, with his Joker, bears quite the entire movie. All the other characters became secondary. Aaron Eckhart is really powerful and he confirms his talent shown in ""Thank You for Smoking"". What about the others? Christian Bale is one of the most talented actors of his generation, but in this movie he keeps only one expression all the time, with or without mask. His Batman has no personality. Maggie Gyllenhaal is one of the most interesting (and underrated) independent actresses of the New Hollywood, since ""The Secretary"". But in this movie she can act only in few sequences and she has no chance to show her real talent. Morgan Freeman and Michael Cane are giants, but in this movie they barely appear. Finally: I've never seen so many waste of talent! The good side of the coin in Christopher Nolan's work is: his philosophy. It's really positive and constructive and all his movie is coherent about it. It's just like the positive answer to ""No Country for Old Men"" and to modern nihilism: in the Cohen's movie, Evil is the absence of values and it's unstoppable. In ""The Dark Knight"", Evil is again the absence of values, but it's a minority, not the rule. So, we can fight Evil and defeat it, with or without super-heroes. But all those themes could be and should be explored better. ""The Dark Knight"" explores nothing.",5.0,Anonymous,0.0008,0.9992,-0.9984,"Action, Crime, Drama"
Great but a little bit overrated,"Heath ledgers character, the joker is phenomenal. One of the best acting performances ever. The dark night is a great movie, but not the best. Not in the top 25. It's Avery good movie with a thrilling story but it is a bit overrated. This movie never really gets old. And the story of heath ledger and the joker role pushing his mental state further. Heath ledger unfortunately killed himself after the role. Don't get me wrong, the dark knight is a great, excellent movie but it shouldn't be the top 3 of the world, even nearly the top 10. But the dark knight is the best sequel for a Christopher Nolan movie ever. Thank you Christopher Nolan for making the greatest superhero movie of all time.",9.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
wow,"Great and worth to watch, The Dark Knight is as good as everyone says and easily the best superhero film made.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Comic Book Masterpiece,"This one is a masterpiece and could easily be considered the best superhero movie of all time. Its predecessor set the stage wonderfully for this one to shine. It felt like Nolan was just working out the kinks in his vision for the trilogy before blowing away audiences with The Dark Knight. Heath Ledger (RIP) was outstanding. I remember being upset he was cast in that role before ever seeing his incredible range to nail the Joker. As always, the score, the settings, and the story were so well done and up to the Nolan standard but this time he pretty much exceeded it. I will always cherish how great TDK made me feel after walking out of the theater for the first time. 5/5 stars.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Best movie i have ever watched,This is a movie which deserves more than review. O ly two word enough to explain : Almost PerfectThe job is perfect you can see the sweet of cristopher nolan in the every part of movie. There is a huge work behind this masterpiece. It has a well originated story and it has been empowered with the top class acting.Best batman casting so far.It is the best till the nolan decide to direct better batman movie.,10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
The best superhero movie...ever,"This isn't just a fancy superhero movie...It's beyond that. It deserves every amount of praise lavished onto it. Putting aside the plot and the taking, the performances of everyone involved in the movie are beyond excellence.Christopher Nolan is as usual at his BEST. Nolan strikes with his Non- linear storytelling in his own style. We will be blown with his sublime work. This is definitely the sequel we deserved.Christian Bale and Heath Ledger were phenomenal. The Joker has made evil look so good...! This is the first film I know where the Joker who plays a negative role had such a positive impact on the film.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Dark and brutal like the Batman should be,"The Dark Knight's alleys covered in the shadow, needles and trash on the pavement and lunatic clown blowing up half of the city is all i was expecting from the film portraying Batman-Joker relationship. Heath Ledger's role is making me anxious and that's a proof of well played character. He is unpredictable, brutal and savage just mental. It may not be the Joker we know from the comics but for me its the best version of the Clown we ever saw on screen. Usage of the darkness and shadow is what others can.take example from. The movie has a good pace, there is a lot of action.going on but it isn't too much. It is a perfect balance between action and dialog which is hard to obtain. Overall it is definitelly the best Batman movie ever made.",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Great Movie!!,"Great Movie!! The most amazing Batman film ever. After seeing this movie I was left speechless.The performances from every actor and actress was amazing. Just an excellent film.............. a must movie, to see! It has ACTION. It has LAUGHS. It has HUMOR. It has non stop, ONE LINER'S from the joker.If any movie has deserved a perfect 10, this would be it. Excellent work! Thanks for that.The most amazing Batman film ever. After seeing this movie I was left speechless.The performances from every actor and actress was amazing.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
"Christopher Nolan, The Goat",Where do I even begin. First of all this movie has the best plot and the best characters in cinema history. Heath Ledger performance as the Joker was one of the best perfomances that we have ever seen and the plot was well paced and intressting.Nolan never disapoints and this movie was perfectly shot and the action scenes where so intense. We got the best angles and the feelings that emerged from watching this movie gave me goosebumps!This is literally the best movie out there and a person needs to have this movie in his or hers watchlist. Seriously this is a movie where you dont even think about checking the time on your phone because you are literally soooo invested in the story.,10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
The Noir Card,"Two things interesting about this for me. (I'll let others talk about Heath.)One is how much more of a comic book it is than a film. I don't mean that it is sillier or more fantastic, but that the values seem to be based on storyboards as panels. The implications are pretty interesting. All those Marvel productions are pretty much the same: the same level of fantasy, the same vocabulary of cinematic effects. The same slant from ""graphic novel"" framing to modern film traditions  which incidentally are less designed than are the accidents of common CGI compositing tools.This on the other hand is not cinematic. It makes it boring for me visually, but there's another result: the story. The story is not your standard long form arc. Its at least four stories concatenated, as if you would read a few pages and come back at the next lunch break. It rambles, it has real comicbook soap opera. I really do think of this as a comic book that accidentally finds itself in a film.That's as opposed to ""Sin City,"" which though based on a comic, and supposedly co- directed by the comic artist, is intensely cinematic, so much so you almost drown.The other feature for me: the handling of noir.Noir is all about how the viewer manipulates the action by viewing. It has permeated nearly every corner of film and most intelligent filmmakers try to play with it. It is the primary narrative tool we have to add depth by adding layers. The Nolans are intelligent filmmakers. While the film isn't very cinematic, the script is, in this regard.The novel trick here is the joker. Sure he is played well, and Ledger was becoming one of our foremost folded actors. But the thing works because the role was written to matter, and that's because he introduces a double noir fold. The watcher is in the film, and the watcher is ""writing"" the script regardless of any action that anyone in the film can take. Its classic noir doubled. The joker's key speeches even cover all the noir highlights: you have to ruin routine; you have to profoundly affect, even kill random innocents; you have to express an amazingly complex orchestration and make it seem capricious, accidental. You have to deny intent and complexity. You have to pretend to not be amused.All these things are embodied in what Ledger was given. This is very important writing, and if you know ""Prestige"" and ""Memento,"" even ""Following,"" you would have expected something like this. Even if the film isn't good as a film, the writing is, and that allows Heath to make a film within. Its why ""Clockwork Orange"" is so important.Ted's Evaluation -- 3 of 3: Worth watching.",,Anonymous,0.9944,0.0056,0.9889,"Action, Crime, Drama"
Dark and Dreary,"Although an average film, ""Batman Begins"" had a dark, brooding quality and got off to an interesting start about the origins of the caped crusader before turning dreary. Unfortunately, this followup takes up right where the previous one left off - still dark but also dreary and even sillier. The script is atrocious and the plot line involving Two-Face is unbelievably lame. The most interesting thing in this tiresome film is the mesmerizing farewell performance from Ledger. He is simply fun to watch as the Joker. All the other actors look bored, a result of Nolan's dull direction. At a length of two and a half hours, it seriously overstays its welcome. Time to make ""Batman Ends.""",4.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
Insane,Acting is perfect! Storyline is fantastic! Overall an incredible instalment in the Batman trilogy!,10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Simply a philosophical masterpiece,"Christopher Nolan's ""The Dark Knight"" is a cinematic triumph that seamlessly blends intense action, profound storytelling, and unforgettable performances. Heath Ledger's portrayal of the Joker is nothing short of mesmerizing, elevating the film to unparalleled heights. Nolan's direction, coupled with Hans Zimmer's iconic score, creates a dark and immersive atmosphere that captivates audiences from start to finish. The film's exploration of morality and the complexities of heroism cements its status as a modern masterpiece in the superhero genre.Nolan's visionary storytelling and Bale's compelling Batman make ""The Dark Knight"" a timeless masterpiece.",9.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
The Dark Knight,"The Dark Knight is based upon the Batman characters created by Bob Kane and is a follow up to 2005's Batman Begins. I remember in some earlier reviews of mine this year that I stated that I didn't even know if I would end up going to see The Dark Knight. After giving Batman Begins a perfect rating on this site you are probably wondering why I wouldn't want to see a sequel to a film I enjoyed so much. Well, when I saw Batman Begins in the theatres I thought it had a lot of style, action and kept me compelled and entertained and I found it a really good time at the movies. Hence the perfect review I gave it three years ago. Then, I saw it again on DVD and I did not like it at all. The thrills and excitement were gone and everything that held up so well the first time had vanished and rather than seeing all the good things I enjoyed about it on my first viewing, instead on my second viewing I found parts of it boring and I started to have a few problems with the acting performances. I still kept the rating on this site to a 10 because that was my first initial reaction to the film, but after not enjoying the film much at all seeing it a second time and having been entirely sick and tired of all the superhero films coming out this year I really couldn't have cared less if I saw The Dark Knight at all. Then all of the really good reviews for the film came pouring in all over the internet and I kept hearing how dark and bleak this version was and I even heard of one critic who couldn't recommend the film because of how dark it was. This intrigued me because I have always been a fan of darker fare and the fact that family members saw the film and told me that I would really like it ended up in me seeing it. And to my surprise I thought it was as close to perfect as a superhero film could possibly get and I would most certainly call it a masterpiece. The acting was all top notch from every performer involved especially by the late Heath Ledger who played the role of the Joker. I have seen Heath Ledger in other films such as Brokeback Mountain, or I'm Not There and to play this role he isn't more or less playing himself, but instead going totally out of character and playing a twisted and menacing psychopath and everything the Joker says, does and the evil in his facial expressions show that he is a true terrorizing evil. All of this is perfected by Heath Ledger who gives the best performance of this year so far and I would compare his performance as the Joker to last year's best performance of Daniel Day Lewis as Daniel Plainview in There Will Be Blood. Day Lewis won an Oscar this year, so I see no reason why Heath Ledger couldn't get nominated, or even win the award in his memory seeing as he tragically passed away earlier in the spring. His performance was one of the best parts of the film. What was also so good about the film besides the top notch acting, direction and cinematography was it's story. Instead of being filled by non stop explosions, high tech gadgets and over blown self indulgent special effects, this film instead mostly focused on the characters and for each one involved we are driven deep into their minds to see the madness of the villains and the good and also troubled lives of the others including Batman himself. The character study here is so fascinating that anyone taking a sociology or psychology course couldn't help, but be interested. The story in the film had me drawn in from start to finish and I liked the menacing and dark tone to the film which I found all the more interesting and I liked how this film did not use formulas, or clichés and instead gave us a straight out story that you would not know how it ended till the end credits rolled. The Dark Knight really hit me and made an impression on me. Even days after leaving the theatre I 'am still thinking about the film and certain scenes and characters in it. This is what I call a powerful, thought provoking and stay with you film that is so good that it has almost a power to remain in your mind like this. The Dark Knight is a brilliant achievement and I will go as far to say that it is the best superhero film I have ever seen simply because it is not like other superhero movies and this is also the best mainstream film of the year so far and I hope it is not shunned come Oscar time.",10.0,Anonymous,0.9988,0.0012,0.9975,"Action, Crime, Drama"
"Why so serious, right?","""The Dark Knight"" is a movie that honors its title. Dark, twisted and complex, Christopher Nolan's latest wonder concerning Batman is a movie that sets a before and after in its genre and joins its perfect companion; its predecessor ""Batman Begins"". It had been a long time since I had seen so much adrenaline on a screen, but then again Nolan's Batman is what it is because it isn't just about the adrenaline.It's still daylight in Gotham when a masterful opening sequence (supported by James Newton Howard and Hans Zimmer-again-magical score) gives way for a robbery to take place; organized by a man who calls himself The Joker (Heath Ledger), someone we would instantly take as a villain. If normally villains don't call themselves villains in superhero movies, this one says a lot of things about himself. He loves to talk and share his life philosophy with everyone he meets; he likes to joke, of course; he likes to watch people suffer with or without him watching; he dislikes rules and he likes Batman.This last statement maybe more understood once you've watched the film, but there's one of Bruce Wayne (yes, Christian Bale IS Batman) many interesting conversations with Alfred (Michael Caine) in which they discuss the nature of The Joker, and the old man points out that maybe Bruce doesn't understand this villain in particular. There will be a moment of confrontation later in which the villain will tell the superhero: ""You complete me"". That phrase reminded me of the great movie ""Unbreakable"" is.But, actually, what is a hero and what is a villain? In Nolan's brilliant screenplay (written with his brother Jonathan, a usual collaborator), full of psychological insight, this is one of the issues that floats over our head as we get lost in the ever exciting action sequences, fights and things blowing up in Nathan Crowley's spectacular production design.""It's not what underlies you, but what you do that defines you"", a Rachel Dawes now played truthfully by Maggie Gyllenhaal told Bruce in ""Batman Begins"". Her words resonate, as Batman continues to fight evil with her, Gordon (Gary Oldman) and a new ally, the D.A. Harvey Dent (a superb Aaron Eckhart).Let's not forget that Batman is more human than any of the other superheroes of the comic books. In this film, he's never able to call himself a hero and he thinks of quitting; without knowing if he's the guardian the city needs or deserves. But in all this realness, to continue watching him fall, to see him using his gadgets and his vehicles as a pro, to see that intelligence may surpass a gun to win a little fight or to generate fire without the need of any explosive; is one of ""The Dark Knight's"" treats to the viewer.Another major treat for the viewer is the presence of a villain (or criminal, if you prefer, as The Joker refers to himself when he says the town ""deserves a better kind of criminal""-again the issue of deserving someone or not; a villain or a hero-) that equals Batman in human qualities. I don't mean that The Joker has principles we may admire (although many people will find inspiring things in his weirdness), I'm simply referring to the fact that he doesn't fly through the air or owns magic powers and he just uses what he has in hand to serve some kind of purpose.Heath Ledger steals the film (and will get an Oscar nomination, because dreaming has no cost) and makes a wonderful Joker, mainly, because he embraces this human aspect of the character Christian Bale understood so well in ""Batman Begins"". Without overacting, Ledger creates an individual that we can call a freak, because it's the first thing that crosses our mind when we meet him. He has all this makeup in his face and two scars; he has a lot of stories to explain the origin of these scars. Ledger tells every story convincingly, and leaves no room for the viewer to fully understand him. His character has no name, nor he possesses the background story we see many times with heroes and villains; however we get to perceive an amount of grimness in his look and we want to know exactly where it comes from. It's Heath Ledger's great acting what generates all this.The rest of the ensemble, as in ""Batman Begins"", is top-notch. Michael Caine is given more screen time and makes the best of it; so does the great Morgan Freeman and Gary Oldman. There are surely many other perspectives in which the film can be viewed and discussed, and that reflects the very good piece Nolan has created; a movie that's profound in the best sense of the wordA word we don't use so much for comic book movies.AnywayBatman may not know if he's the protector Gotham needs or deserves, but ""The Dark Knight"" is undoubtedly the superhero movie the film-goer deserves and has been waiting for since its predecessor; a film that even someone who knows nothing about comics, like me, celebrates with a big smileWhy so serious?",8.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Oh My God!,"I've just been to see a preview screening of 'The Dark Knight'. Now, I'm no film reviewer/critic/whatever, but this film blew me away. Blah, blah, blah on all the performances, they were brilliant! Heath Ledger is a truly psychotic Joker! As one of his final performances, he will be remembered as a villain who thrived on kaos and mayhem. Maggie Gyllenhall, Christain Bale, Gary Oldman, Michael Caine, Morgan Freeman and Aaron Erkhart all gave such Oomph to their roles. Technically, the movie was fantastic. With all the explosions you expect and the body count wasn't too high. May be a little too much for children under 13 to grasp. Go see it. Go on! Buy your tickets now!",10.0,Anonymous,0.9988,0.0012,0.9977,"Action, Crime, Drama"
The Cinematic event of a generation,"There is a pantheon of movies that define a generation. Star Wars, The Godfather, Jaws and now, The Dark Knight. A cinematic masterpiece, the films 2 and a half hours are both too short, yet so immersing it seems like days. Not one frame of wasted celluloid was included. The cinematography was unbelievable with sweeping cityscapes and intense, explosive action sequences. The acting was also unbelievable; Between Heath Ledger's tour de force (which is definitely deserving of the Oscar buzz), Aaron Eckhart's tragic Harvey Dent/Two-Face, Gary Oldman's ever brilliant presence as Lt. James Gordan, and Christian Bale's intense and driven Batman/Bruce Wayne, everyone involved is absolutely stellar. However, what truly makes this film the cinematic event that it is, is the story. Truly epic in it's scope but always aware that personal tragedy is what drives it. This is a rare cinematic masterpiece in a time where summer movies have come to mean mindless fluff, this transcends the typical superhero movie to achieve something truly spectacular. Seeing this film was an experience that I will not soon forget and I truly hope others derive the same pleasure from seeing it that I did.",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
Over-hyped and Convoluted,"seems like the comment on the front page was written by someone who must of been paid by the studio, Jesus! It wasn't that good dude! Get a life or at least get out of Malaysia! The movie was trying to be too many things. It should of focused more on just being a action movie and not so much psychodrama! Heath was brilliant but Nicholsons Batman was also great. I couldn't see myself watching this again. Once was enough! And the Batmobile was down right bizarre. It didn't look like something created by a rich man like Bruce Wayne. I liked the performance of Eric Roberts as well as Heath Ledgers. I believe the last batman was better. 7/10as a followup on this day Aug 30th, 2011, I have watched the movie a few more times and YES it is a GREAT movie! If grew on me and even after I met Gary Oldman at a high-school football game and commented on how well this movie plays on repeated viewings because the acting is so good, he agreed. Heath was brilliant and the movie does work on many levels! I rescind my previous review!",9.0,Anonymous,0.996,0.004,0.9921,"Action, Crime, Drama"
not as good as all the hype,"I really wanted to see this in the theater;however, I never did last summer. Instead I waited till it came on cable, and after watching it; I really didn't miss anything by not going to the theater. I was rather disappointed because I was expecting this to be as good as Spiderman, but I don't think it was. I thought it was rather slow moving with sparse action scenes. I mean Batman on the chopper really wasn't that much action. A lot of films have had better car chasing scenes then that.And I really didn't think Heath Ledger was anything special in this. His role was just a lot of hype. Probably the best role was by Aaron Eckhart and the special effects with his face at the end.I also have to comment on Christian Bale's Batman voice. What was he trying to do?? He sounded like a chronic smoker with emphysema.FINAL VERDICT: It was good, just not as good as advertised. I don't get why so many people thought it was the best comic book movie to be made.",7.0,Anonymous,0.0072,0.9928,-0.9857,"Action, Crime, Drama"
Who needs 2 and a half hour superhero movies?,"Too long, too dark, and too serious. The darkness is unavoidable - but exacerbated by the length, and the fact that for a movie about a superhero, it is entirely too serious. No matter how hard we try, the idea of a superhero is still a bit crazy. Imagine Bill Gates or Warren Buffet as superheroes - it's silly. So why does the film take itself so seriously? Also, it seems that the Batman story slips to the side in parts, as though the film is intent on tackling too many issues all at once. This isn't said to be contrary - the movie can be legitimately difficult to watch. It's simply too long for the content. It's not a bad film - but it's not an all-time great either.",3.0,Anonymous,0.0016,0.9984,-0.9968,"Action, Crime, Drama"
Why so much hype?,"Okay, so they built a good villain in the Joker, but the plot was just a bit too unbelievable to hold together. I'm not going to add any spoilers here, but if you want a big-budget, action- adventure escape that totally relies on the rendering farms that had to handle all the special effects... and don't mind plot-holes the Hindenburg could fly through, this film is for you.IMHO, this film doesn't deserve all the hype. Look at reviews from people who ""hated it"" and see why. Once the hype has died down and people get over their brainwash to overrate this over-produced Hollywood crap, we should see ratings more in line with the film's true value. I didn't walk out, but that was because I had such high expectations. I'd hope to see this rated a '4', maybe even as high as a '6' by the average public. I'm rating this a '1' to try to offset the obvious shills and excessive hype. This is, by no means, ""the best film of the summer""... but in its favor, it does give better balance to the darkness of Batman. If it weren't for the growing trend in bucking the old ""feel-good Hollywood ending"" routine... if it weren't becoming cliché to kill off ""good guys"" and create characters with seeming hearts of gold, who turn half-evil, I'd say this film had something unique; but that whole scenario is now a formula for making a film armchair critics will say has ""depth""... pffff...Save your time and money and rent an old classic favorite that you somehow never managed to see. Or go have a picnic with your loved ones. The alternative is two-and-a-half hours you won't get back; don't waste it to further enrich Warner Bros.",,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
I've Gone Batty!,"This movie has everything. The cameras, the sounds, the really cool characters. For me, it's one of few adventure movies worth watching more than once. And, of course, Heath Ledger is as awesome as everyone says. The characterization is so much deeper than the other films. We get to see multidimensional people with purpose, even if the purpose to to kill and maim. We care about what happens for a change and we go along for the ride. A small criticism is that it is awfully long and it takes so much time to resolve itself. Also, people do some pretty stupid things, considering what a threat this guy is. These are little things and without them we wouldn't have the huge finale.",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
One of the best films ever created. Hats down for the whole crew.,"The Dark Knight. Spectacular , stunning and amazing. Absolutely staggering, a film that is not going to be forgotten. One that actually shows a story as it was meant to be shown, and one of the most darkest, cruelest, and violent action-packed films ever created. With great dialogues in between the equally great scenes, taking the film to another level of greatness.The special effects were all done in a simple, non shabby way, the soundtracks were simply harmonizing with the picture, and the Gotham we knew is now gone, this is a darker and more corrupt place than in any of the previous films.Moving on to the acting. Starting off with the Dark Knight. Bale's performance was outstanding, no-one else has ever been as superb a Batman as he is. Him being split between righteousness and insanity, between what is right and what is wrong. An entirely different Batman, and Bruce Wayne, surpassing any of his other predecessors. Whilst those were more flat, two sided characters, the Bruce Wayne we face in The Dark Knight, is a totally different story.Two key people in the film were also Det. Lt. James Gordon, who was played by Gary Oldman, and Aaron Eckhart as Harvey Dent. They both gave a good, very believable performance. Same would go to the two characters in the supporting roles, Alfred and Luscious fox, being cast by Micheal Caine and Morgan Freeman. Whilst these all gave a good quality from themselves, I was not at all impressed by Maggie Gyllenhaal who played Rachel Daws.Whether these characters were played well or not, people just could not concentrate on them too much, and that is only because of the fact that Heath Ledger, as the Joker, simply dominated every scene he was in, he was the highlight of the whole film. This is no ordinary Joker we were used to, Ledger portrayed the Joker as someone with hate running through his veins, someone that killed for pleasure and someone who had felt a great loss in his past. A darker, sicker, and more evil Joker than any of the other ones in the previous films. Insane, corrupt and terrifying, with a laugh of a psychotic maniac. A perfect villain for the Dark Knight, one that truly completed, and challenged him through the whole story. Hats down for Heath Ledger.Now, not to give all the compliments for the fantastic job to the actors. I also have to compliment the Nolan brothers for an obviously marvellous screenplay and great directing. Not to forget for a large stack of brilliant dialogues. They make films immortal, in a way that they are never forgotten. It makes the difference between a quality film and a masterpiece. The Dark Knight is a masterpiece, amazing performances by the actors, with special mention on Ledger as the Joker. Bone-chilling scenes combined with action and drama, in Gotham that looks flawless, a huge city covered with darkness and insanity. The Dark Knight is a must see film.",8.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
"I am not a fan , I just saw it on TV","Today was actually Batman day(literally), so they had this movie on TV.
I saw it and liked it.
The Dark Knight is well put together for any movie . Great acting from Bale and Ledger.
Hans Zimmer's soundtrack will keep you on your feet.
As always , Nolan's direction is as quirky as it gets.Though I am not a fan I pretty much enjoyed it , I guess you will too if you are into superheroes.",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
