title,directors,cast,image_urls,trailer_url,where_to_watch_urls
Annihilation,Alex Garland,"Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi, Oscar Isaac, John Schwab, Jennifer Jason Leigh, Gina Rodriguez, Tuva Novotny, Tessa Thompson, Sammy Hayman, Josh Danford, Kristen McGarrity, Kola Bokinni, Annarie Boor",https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDJlNWU5MGQtZGZhNC00ZjAyLTlkYzUtNDM2NzczY2EyNWI5XkEyXkFqcGdeQXBrZWVzZXk@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDJlNWU5MGQtZGZhNC00ZjAyLTlkYzUtNDM2NzczY2EyNWI5XkEyXkFqcGdeQXBrZWVzZXk@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2UwZGVmM2QtMWRjYi00MjI3LWE1ZmItMmYzYmQxYzNhNWFlXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2UwZGVmM2QtMWRjYi00MjI3LWE1ZmItMmYzYmQxYzNhNWFlXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_.jpg,https://www.youtube.com/watch?v=89OP78l9oF0,"https://www.netflix.com/in/title/80206300, https://www.amazon.com/Annihilation-Natalie-Portman/dp/B079YYHM9Z"
Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander, Colson Baker, BD Wong, Pruitt Taylor Vince, Vivien Lyra Blair, Julian Edwards, Parminder Nagra",https://m.media-amazon.com/images/M/MV5BMjAzMTI1MjMyN15BMl5BanBnXkFtZTgwNzU5MTE2NjM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWViMzkwMjYtMTk1NS00OGQ4LTg3ODMtYjhmZjk0OWI2NzU3XkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWViMzkwMjYtMTk1NS00OGQ4LTg3ODMtYjhmZjk0OWI2NzU3XkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDI4MTU0MWEtMGY4Mi00YTViLWIyZTAtNzBhMTk0NmRjNDdjXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDI4MTU0MWEtMGY4Mi00YTViLWIyZTAtNzBhMTk0NmRjNDdjXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg,https://www.youtube.com/watch?v=o2AsIXSh2xo,https://www.netflix.com/title/80196789
28 Weeks Later,Juan Carlos Fresnadillo,"Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau, Catherine McCormack, Idris Elba, Imogen Poots, Mackintosh Muggleton, Amanda Walker, Shahid Ahmed, Garfield Morgan, Emily Beecham, Jordan El-Balawi, Meghan Popiel, Stewart Alexander",https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDAyMDE1NzYtMjg3ZC00MjE4LThjOGMtYmZiOTUwOTY5MjA0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDAyMDE1NzYtMjg3ZC00MjE4LThjOGMtYmZiOTUwOTY5MjA0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzVhOGQyNWMtMjdhZi00MjQwLThkNzQtN2YwY2U0MjU5NTMxXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzVhOGQyNWMtMjdhZi00MjQwLThkNzQtN2YwY2U0MjU5NTMxXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=ljqY7qrnycw,https://www.amazon.com/28-Weeks-Later-Robert-Carlyle/dp/B000WZ79OS
Alien: Covenant,Ridley Scott,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demián Bichir, Carmen Ejogo, Jussie Smollett, Callie Hernandez, Amy Seimetz, Nathaniel Dean, Alexander England, Benjamin Rigby, Uli Latukefu, Tess Haubrich, Lorelei King",https://m.media-amazon.com/images/M/MV5BMjhiYWQ4MTAtOGY1Zi00ZjcyLTk1ZDYtODI3ODRhNjE4MzZhXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWYwMDJhOGMtMDI1YS00Y2NiLTg2NWMtZmRmOTU2ZGJhZjEzXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzI4ODA1MzQyM15BMl5BanBnXkFtZTgwODUzNzQ5MDI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWYwMDJhOGMtMDI1YS00Y2NiLTg2NWMtZmRmOTU2ZGJhZjEzXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWYwMDJhOGMtMDI1YS00Y2NiLTg2NWMtZmRmOTU2ZGJhZjEzXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=svnAD0TApb8,https://www.hulu.com/movie/alien-covenant-fcf7736c-5eb4-4181-bf70-9e2fa6f9cc42
Resident Evil,Paul W.S. Anderson,"Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch, Jaymes Butler, Stephen Billington, Fiona Glascott, Milla Jovovich, Eric Mabius, Colin Salmon, Martin Crewes, Pasquale Aleardi",https://m.media-amazon.com/images/M/MV5BYmI3YjJkN2ItY2ZmYS00Y2JhLTk2YTQtYzE5YWU5ODI1MzJmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjI4NDZjNWUtNDBkMy00ZTY5LWJkMjEtMmFhZWIxZjAyZjMxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjI4NDZjNWUtNDBkMy00ZTY5LWJkMjEtMmFhZWIxZjAyZjMxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTA5ZWM0ZTQtNmJmMy00ODUyLWFhYjgtNTQzOWQ4N2UyYTQ0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTA5ZWM0ZTQtNmJmMy00ODUyLWFhYjgtNTQzOWQ4N2UyYTQ0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=HhBAIDHvRTc,https://www.netflix.com/title/80996532
Blade,Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee, Sanaa Lathan, Eric Edwards, Donna Wong, Carmen Thomas, Shannon Lee",https://m.media-amazon.com/images/M/MV5BNzAzMmY3OWMtNDgyMS00Y2U4LTlmM2UtY2YwMmM0MDI5ODJmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDQwODNmODMtNDJmOC00ZDUzLWEwNzAtYTljZDY4ZTRiNTE0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDQwODNmODMtNDJmOC00ZDUzLWEwNzAtYTljZDY4ZTRiNTE0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDcyNzBjYmMtOGJhOS00YzhjLWFkMmYtMTZkZmU2NzQwOTQ4XkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDcyNzBjYmMtOGJhOS00YzhjLWFkMmYtMTZkZmU2NzQwOTQ4XkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=kaU2A7KyOu4,Not found
Dawn of the Dead,Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer, Ty Burrell, Michael Kelly, Kevin Zegers, Michael Barry, Lindy Booth, Jayne Eastwood, Boyd Banks, Inna Korobkina, R.D. Reid, Kim Poirier, Matt Frewer",https://m.media-amazon.com/images/M/MV5BM2ZiYjNlMWYtNTc2My00ZTM4LWJhMjQtM2FlOWM0ZmE0Yjg1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmQ1OWE3YmItMWUyYy00MzliLWFhZWMtNmJhOWMyYWNhOWJhXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmQ1OWE3YmItMWUyYy00MzliLWFhZWMtNmJhOWMyYWNhOWJhXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTdmNmU2OWItN2RhYy00OTI4LTgwYjAtMjRmYTNlY2MzMzZlXkEyXkFqcGdeQUlNRGJWaWRlb1RodW1ibmFpbFNlcnZpY2U@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTdmNmU2OWItN2RhYy00OTI4LTgwYjAtMjRmYTNlY2MzMzZlXkEyXkFqcGdeQUlNRGJWaWRlb1RodW1ibmFpbFNlcnZpY2U@._V1_.jpg,https://www.youtube.com/watch?v=DV8mJcuYVaA,https://www.amazon.com/Dawn-Dead-Sarah-Polley/dp/B001OBLNKK
Saw II,Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen, Franky G, Glenn Plummer, Emmanuelle Vaugier, Beverley Mitchell, Timothy Burd, Dina Meyer, Lyriq Bent, Noam Jenkins, Tony Nappo, Kelly Jones, Vincent Rother",https://m.media-amazon.com/images/M/MV5BZGVlNjk3MmItZmUzNy00MzcyLWIzOTktZjllYWU5MDAyMjM1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODk1ZTNhNjItZDcwNC00Mzk2LWI3MGMtZTgxYjI2ODZlMThkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODk1ZTNhNjItZDcwNC00Mzk2LWI3MGMtZTgxYjI2ODZlMThkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTc4ODEyMTE2NV5BMl5BanBnXkFtZTcwOTc1NjAxNQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzE2OTc4NTkyNF5BMl5BanBnXkFtZTcwMTg1NjAxNQ@@._V1_.jpg,https://www.youtube.com/watch?v=Lq2AzZB6DUE&pp=0gcJCfcAhR29_xXO,Not found
The Blair Witch Project,"Daniel Myrick, Eduardo Sánchez","Heather Donahue, Joshua Leonard, Michael C. Williams, Bob Griffin, Jim King, Sandra Sánchez, Ed Swanson, Patricia DeCou, Mark Mason, Susie Gooch",https://m.media-amazon.com/images/M/MV5BNGFmYzA5NzktOTc1Ni00YTIxLWJiZTEtNmEyZjBjNDM2MjRlXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDQ3MjNkNDMtMjA4Yy00OWI1LWE0YjktYzBlNmNlOWZjMWJkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDQ3MjNkNDMtMjA4Yy00OWI1LWE0YjktYzBlNmNlOWZjMWJkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM1YmJiMDgtNDFlOC00NGY2LWFmNTgtNzBkNGY1YzAwMDA1XkEyXkFqcGdeQWFybm8@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM1YmJiMDgtNDFlOC00NGY2LWFmNTgtNzBkNGY1YzAwMDA1XkEyXkFqcGdeQWFybm8@._V1_.jpg,https://www.youtube.com/watch?v=MBZ-POVsrlI,Not found
Final Destination,James Wong,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Daniel Roebuck, Roger Guenveur Smith, Chad Donella, Seann William Scott, Tony Todd, Amanda Detmer, Brendan Fehr, Forbes Angus, Lisa Marie Caruk, Christine Chatelain, Barbara Tyson",https://m.media-amazon.com/images/M/MV5BMjE1MjlmOWYtYzdjMS00OTgwLThjMDctZWU4N2FkZjgyNTJiXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzIyNjA4OTgtOTkxMS00YWFkLTkzYjUtZmQ5NDA5MTk4MzYxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzIyNjA4OTgtOTkxMS00YWFkLTkzYjUtZmQ5NDA5MTk4MzYxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTljYWYwYTUtMmJhYS00YzdjLWIzOTktMjA4MjQ2ZjJiYzg2XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTljYWYwYTUtMmJhYS00YzdjLWIzOTktMjA4MjQ2ZjJiYzg2XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=lP4Psj7d1ZI,"https://www.netflix.com/in/title/60000393, https://www.amazon.com/Final-Destination-Devon-Sawa/dp/B000YHB7TC"
Alien Resurrection,Jean-Pierre Jeunet,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman, Gary Dourdan, Michael Wincott, Kim Flowers, Dan Hedaya, J.E. Freeman, Brad Dourif, Raymond Cruz, Leland Orser, Carolyn Campbell, Marlene Bush, David St. James",https://m.media-amazon.com/images/M/MV5BNDMyNmU5ZGQtNzhiZi00NjRjLTk3NGUtMmQ5YWU4ODlkNTBhXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmY0OGJkNWMtNTczOS00OTJlLWExZDAtMGZkOTgwYWRjZjk3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmY0OGJkNWMtNTczOS00OTJlLWExZDAtMGZkOTgwYWRjZjk3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmIxM2NmNGUtNDBkNS00NmIwLTliNzAtNWRlODRlYzIwZWIyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmIxM2NmNGUtNDBkNS00NmIwLTliNzAtNWRlODRlYzIwZWIyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=53If-aOy58A,https://www.hulu.com/movie/alien-resurrection-4da92623-1e5a-4d7f-a79f-cc16272aaf6e
Pitch Black,David Twohy,"Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore",https://m.media-amazon.com/images/M/MV5BNGJlYjllOTUtZGRiNS00YmI4LTkxYmItYjBmYTdmZWZlMTMxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWJiYzFiZDMtZTUwZi00ZWVlLTg1OTQtODA3NWQ4MDIwNjJkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWJiYzFiZDMtZTUwZi00ZWVlLTg1OTQtODA3NWQ4MDIwNjJkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmIwMzczZjQtNjI0Yi00N2I0LTkzYmYtMmYzODFmNTJmYTNlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmIwMzczZjQtNjI0Yi00N2I0LTkzYmYtMmYzODFmNTJmYTNlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=fIeSV4i7bxQ,https://www.amazon.com/Criaturas-noche-David-Keith/dp/B0019IIPXQ
Halloween,John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles, Charles Cyphers, Kyle Richards, Brian Andrews, John Michael Graham, Nancy Stephens, Arthur Malet, Mickey Yablans, Brent Le Page, Adam Hollander, Robert Phalen, Tony Moran",https://m.media-amazon.com/images/M/MV5BMzZiNTdiYTgtYjNkMS00MmJmLWEwZGQtNmY0NGJkMGE0YmYzXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTcxNGNjNDctZjYxNy00MWJjLTgzMGEtZGE5YTA3ZWEwYTUzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTcxNGNjNDctZjYxNy00MWJjLTgzMGEtZGE5YTA3ZWEwYTUzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODFiOGYwMWYtZjU4OS00ZmRjLWFmMzktZWY4N2M1YzMzMmM5XkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODFiOGYwMWYtZjU4OS00ZmRjLWFmMzktZWY4N2M1YzMzMmM5XkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=oVgtguYmNBg,"https://www.primevideo.com/detail/Halloween/0KABCJ3D1HS0OK0BPTIKWKJUJR, https://www.amazon.com/Halloween-John-Carpenter/dp/B018A5RPYU"
Paranormal Activity,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong, Ashley Palmer, Crystal Cartwright, Spencer Marks, Randy McDowell, James Piper",https://m.media-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3NTEwNjExMV5BMl5BanBnXkFtZTcwNDMyNDE5Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3NTEwNjExMV5BMl5BanBnXkFtZTcwNDMyNDE5Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUzMjIyNTg0OF5BMl5BanBnXkFtZTgwNjMyNjYzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUzMjIyNTg0OF5BMl5BanBnXkFtZTgwNjMyNjYzMzE@._V1_.jpg,https://www.youtube.com/watch?v=F_UxLEqd074,"https://www.netflix.com/be-en/title/70125581, https://www.primevideo.com/detail/Paranormal-Activity/0UAY8IUEZB3HC36A9TCORGQ7H9"
The Conjuring 2,James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente, Bob Adrian, Robin Atkin Downes, Bonnie Aarons, Javier Botet",https://m.media-amazon.com/images/M/MV5BOTRkMDlmZWEtMzQyYy00YzgyLTgwM2QtNzgxYmIwNGVlYmJlXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTAwNjcyNzYzNTBeQTJeQWpwZ15BbWU4MDQ2MTM1NDgx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTAwNjcyNzYzNTBeQTJeQWpwZ15BbWU4MDQ2MTM1NDgx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTcxMzM3MjA2NV5BMl5BanBnXkFtZTgwMDg1MjU2NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTcxMzM3MjA2NV5BMl5BanBnXkFtZTgwMDg1MjU2NzE@._V1_.jpg,https://www.youtube.com/watch?v=VFsmuRPClr4,"https://www.netflix.com/in/title/80091246, https://www.amazon.com/Conjuring-2-Vera-Farmiga/dp/B01GSUVGA8"
Warm Bodies,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Lio Tipton, Rob Corddry, Dave Franco, John Malkovich, Cory Hardrict, Daniel Rindress-Kay, Vincent Leclerc, Clifford LeDuc-Vaillancourt, Billie Calmeau, Adam Driscoll, Chris Cavener, Jonathan Dubsky, Alec Bourgeois",https://m.media-amazon.com/images/M/MV5BNTM2YWZhMDUtMzEzMi00YzUzLWI0ZjYtNzgzNTA4YWEzOTdkXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTY4ODczMjU4M15BMl5BanBnXkFtZTgwNDU2NTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTY4ODczMjU4M15BMl5BanBnXkFtZTgwNDU2NTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIwMDMzMDU4M15BMl5BanBnXkFtZTcwNTkwNTU4OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIwMDMzMDU4M15BMl5BanBnXkFtZTcwNTkwNTU4OA@@._V1_.jpg,https://www.youtube.com/watch?v=_TDYhTNpUzo,"https://www.netflix.com/aq/title/70230639, https://www.amazon.com/Warm-Bodies-Nicholas-Hoult/dp/B00CL50KDY"
Hereditary,Ari Aster,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro, Christy Summerhays, Morgan Lund, Mallory Bechtel, Jake Brown, Harrison Nell, BriAnn Rachele, Heidi Méndez, Moises L. Tovar, Jarrod Phillips, Ann Dowd, Brock McKinney",https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjYwZjkzZWEtYmFjNC00YzA5LTg2NzAtYWQyZmQxZTliNmRlXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjYwZjkzZWEtYmFjNC00YzA5LTg2NzAtYWQyZmQxZTliNmRlXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDczMzExY2ItNmM2OC00MjFlLThlNWYtYWFhYjdlYzk1YTJkXkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDczMzExY2ItNmM2OC00MjFlLThlNWYtYWFhYjdlYzk1YTJkXkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg,https://www.youtube.com/watch?v=V6wWKNij_1M,"https://www.netflix.com/title/80238910, https://www.amazon.com/Hereditary-Toni-Collette/dp/B0BQJJ6J59"
Sinister,Scott Derrickson,"Ethan Hawke, Juliet Rylance, Fred Thompson, James Ransone, Michael Hall D'Addario, Clare Foley, Rob Riley, Tavis Smiley, Janet Zappala, Victoria Leigh, Cameron Ocasio, Ethan Jack Haberfield, Danielle Kotch, Blake Mizrahi, Nicholas King",https://m.media-amazon.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTcxNjE3NDYxOV5BMl5BanBnXkFtZTcwNDU2NDA1OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTcxNjE3NDYxOV5BMl5BanBnXkFtZTcwNDU2NDA1OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTc0ODQzOTQwOF5BMl5BanBnXkFtZTcwNDUxNTM5Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTc0ODQzOTQwOF5BMl5BanBnXkFtZTcwNDUxNTM5Nw@@._V1_.jpg,https://www.youtube.com/watch?v=_kbQAJR9YWQ,https://www.amazon.com/Sinister-Ethan-Hawke/dp/B00B6DTIGW
Silent Hill,Christophe Gans,"Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger, Kim Coates, Tanya Allen, Alice Krige, Jodelle Ferland, Colleen Williams, Ron Gabriel, Eve Crawford, Derek Ritschel, Amanda Hiebert, Nicky Guadagni, Maxine Dumont",https://m.media-amazon.com/images/M/MV5BYTczZmZlZmEtODU4ZS00YzgzLThiMDUtMGE0ZmJhYzdhZGY5XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWZlMjZkNWMtY2NmYy00N2MxLWEyNjgtOTA0NDMzNzllNWRhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWZlMjZkNWMtY2NmYy00N2MxLWEyNjgtOTA0NDMzNzllNWRhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjY5ZDk2MjEtZmQ1OC00ZGM3LWExZGUtNzhmMzEwMzc1YTU5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjY5ZDk2MjEtZmQ1OC00ZGM3LWExZGUtNzhmMzEwMzc1YTU5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=1mfnhu8sO5k,https://www.primevideo.com/detail/Silent-Hill/0N8ZK7UPUN29QTOO6HZDKNTBK0
Don't Breathe,Fede Alvarez,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto, Emma Bercovici, Franciska Töröcsik, Christian Zagia, Katia Bokor, Sergej Onopko, Olivia Gillies, Dayna Clark, Athos, Astor, Nomad, Jimmie Chiappelli",https://m.media-amazon.com/images/M/MV5BNjAxOTJkMmEtNjg4MC00ODk3LTkwYmUtNjM3YzE5YTk1YTFjXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIwNTY0NzgxM15BMl5BanBnXkFtZTgwMjY3OTM5ODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIwNTY0NzgxM15BMl5BanBnXkFtZTgwMjY3OTM5ODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmQ0YzNlYTctNWI1Mi00Yzk4LWJkNjMtZGYxNTc4N2NhYmFjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmQ0YzNlYTctNWI1Mi00Yzk4LWJkNjMtZGYxNTc4N2NhYmFjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=76yBTNDB6vU,https://www.netflix.com/in/title/80100649
